id,root,transliteration,meanings,label
1003, ضحك, DHk, [], root
1004, بكي, bky, [], root
1005, قبر, qbr, [], root
1006, عرب, Erb, [], root
1007, جدر, jdr, [], root
1008, اسس, Ass, [], root
1009, جرف, jrf, [], root
1010, هور, hwr, [], root
1011, اوه, Awh, [], root
1012, ظما, ZmA, [], root
1013, عصف, ESf, [], root
1014, موج, mwj, [], root
1015, رهق, rhq, [], root
1016, شان, $An, [], root
1017, عزب, Ezb, [], root
1018, لفت, lft, [], root
1019, بدن, bdn, [], root
1020, خبت, xbt, [], root
1021, رذل, rpl, [], root
1022, لزم, lzm, [], root
1023, زري, zry, [], root
1024, بلع, blE, [], root
1025, قلع, qlE, [], root
1026, غيض, gyD, [], root
1027, نصي, nSy, [], root
1028, صيح, SyH, [], root
1029, حنذ, Hnp, [], root
1030, وجس, wjs, [], root
1031, شيخ, $yx, [], root
1032, مجد, mjd, [], root
1033, روع, rwE, [], root
1034, نوب, nwb, [], root
1035, ذرع, prE, [], root
1036, عصب, ESb, [], root
1037, هرع, hrE, [], root
1038, ضيف, Dyf, [], root
1039, ركن, rkn, [], root
1040, سري, sry, [], root
1041, سجل, sjl, [], root
1042, نضد, nDd, [], root
1043, رهط, rhT, [], root
1044, ورد, wrd, [], root
1045, رفد, rfd, [], root
1046, تبب, tbb, [], root
1047, شقو, $qw, [], root
1048, سعد, sEd, [], root
1049, زفر, zfr, [], root
1050, شهق, $hq, [], root
1051, جذذ, jpp, [], root
1052, زلف, zlf, [], root
1053, ترف, trf, [], root
1054, طرح, TrH, [], root
1055, جبب, jbb, [], root
1056, لقط, lqT, [], root
1057, رتع, rtE, [], root
1058, ذاب, pAb, [], root
1059, قمص, qmS, [], root
1060, سول, swl, [], root
1061, بضع, bDE, [], root
1062, درهم, drhm, [], root
1063, زهد, zhd, [], root
1064, غلق, glq, [], root
1065, هيت, hyt, [], root
1066, قدد, qdd, [], root
1067, سجن, sjn, [], root
1068, شغف, $gf, [], root
1069, وكا, wkA, [], root
1070, حوش, Hw$, [], root
1071, صبو, Sbw, [], root
1072, خبز, xbz, [], root
1073, سمن, smn, [], root
1074, عجف, Ejf, [], root
1075, ضغث, Dgv, [], root
1076, غيث, gyv, [], root
1077, بول, bwl, [], root
1078, حصحص, HSHS, [], root
1079, جهز, jhz, [], root
1080, رحل, rHl, [], root
1081, مير, myr, [], root
1082, بعر, bEr, [], root
1083, حوج, Hwj, [], root
1084, عير, Eyr, [], root
1085, فقد, fqd, [], root
1086, صوع, SwE, [], root
1087, وعي, wEy, [], root
1088, برح, brH, [], root
1089, فتا, ftA, [], root
1090, شكو, $kw, [], root
1091, زجو, zjw, [], root
1092, ثرب, vrb, [], root
1093, فند, fnd, [], root
1094, صنو, Snw, [], root
1095, جدد, jdd, [], root
1096, سرب, srb, [], root
1097, محل, mHl, [], root
1098, سيل, syl, [], root
1099, زبد, zbd, [], root
1100, جفا, jfA, [], root
1101, مكث, mkv, [], root
1102, قرع, qrE, [], root
1103, محو, mHw, [], root
1104, جرع, jrE, [], root
1105, سوغ, swg, [], root
1106, رمد, rmd, [], root
1107, جزع, jzE, [], root
1108, صرخ, Srx, [], root
1109, فرع, frE, [], root
1110, جثث, jvv, [], root
1111, بور, bwr, [], root
1112, حصي, HSy, [], root
1113, شخص, $xS, [], root
1114, هطع, hTE, [], root
1115, قنع, qnE, [], root
1116, زول, zwl, [], root
1117, صفد, Sfd, [], root
1118, سربل, srbl, [], root
1119, قطر, qTr, [], root
1120, امل, Aml, [], root
1121, سلك, slk, [], root
1122, عرج, Erj, [], root
1123, شهب, $hb, [], root
1124, لقح, lqH, [], root
1125, صلصل, SlSl, [], root
1126, حما, HmA, [], root
1127, قنط, qnT, [], root
1128, فضح, fDH, [], root
1129, وسم, wsm, [], root
1130, خفض, xfD, [], root
1131, عضو, EDw, [], root
1132, صدع, SdE, [], root
1133, نطف, nTf, [], root
1134, دفا, dfA, [], root
1135, بغل, bgl, [], root
1136, طرو, Trw, [], root
1137, مخر, mxr, [], root
1138, سقف, sqf, [], root
1139, خسف, xsf, [], root
1140, دخر, dxr, [], root
1141, وصب, wSb, [], root
1142, جار, jAr, [], root
1143, دسس, dss, [], root
1144, فرث, frv, [], root
1145, لبن, lbn, [], root
1146, حفد, Hfd, [], root
1147, لمح, lmH, [], root
1148, جوو, jww, [], root
1149, ظعن, ZEn, [], root
1150, صوف, Swf, [], root
1151, وبر, wbr, [], root
1152, اثث, Avv, [], root
1153, عتب, Etb, [], root
1154, وكد, wkd, [], root
1155, غزل, gzl, [], root
1156, نفد, nfd, [], root
1157, عجم, Ejm, [], root
1158, جوس, jws, [], root
1159, نشر, n$r, [], root
1160, حظر, HZr, [], root
1161, كلو, klw, [], root
1162, افف, Aff, [], root
1163, بذر, bpr, [], root
1164, زني, zny, [], root
1165, قسطس, qsTs, [], root
1166, مرح, mrH, [], root
1167, ستر, str, [], root
1168, رفت, rft, [], root
1169, نغض, ngD, [], root
1170, حنك, Hnk, [], root
1171, وفر, wfr, [], root
1172, فزز, fzz, [], root
1173, صوت, Swt, [], root
1174, جلب, jlb, [], root
1175, حصب, HSb, [], root
1176, تور, twr, [], root
1177, قصف, qSf, [], root
1178, دلك, dlk, [], root
1179, غسق, gsq, [], root
1180, هجد, hjd, [], root
1181, شكل, $kl, [], root
1182, نبع, nbE, [], root
1183, كسف, ksf, [], root
1184, رقي, rqy, [], root
1185, خبو, xbw, [], root
1186, تسع, tsE, [], root
1187, ثبر, vbr, [], root
1188, لفف, lff, [], root
1189, ذقن, pqn, [], root
1190, خفت, xft, [], root
1191, بخع, bxE, [], root
1192, جرز, jrz, [], root
1193, كهف, khf, [], root
1194, رقم, rqm, [], root
1195, شطط, $TT, [], root
1196, زور, zwr, [], root
1197, فجو, fjw, [], root
1198, يقظ, yqZ, [], root
1199, رقد, rqd, [], root
1200, وصد, wSd, [], root
1201, فرر, frr, [], root
1202, سردق, srdq, [], root
1203, مهل, mhl, [], root
1204, شوي, $wy, [], root
1205, ارك, Ark, [], root
1206, حفف, Hff, [], root
1207, بيد, byd, [], root
1208, زلق, zlq, [], root
1209, هشم, h$m, [], root
1210, ذرو, prw, [], root
1211, غدر, gdr, [], root
1212, صفف, Sff, [], root
1213, شفق, $fq, [], root
1214, عضد, EDd, [], root
1215, وبق, wbq, [], root
1216, دحض, dHD, [], root
1217, حقب, Hqb, [], root
1218, صخر, Sxr, [], root
1219, سفن, sfn, [], root
1220, قضض, qDD, [], root
1221, عيب, Eyb, [], root
1222, غصب, gSb, [], root
1223, ردم, rdm, [], root
1224, غطو, gTw, [], root
1225, شعل, $El, [], root
1226, شيب, $yb, [], root
1227, حنن, Hnn, [], root
1228, مخض, mxD, [], root
1229, جذع, jpE, [], root
1230, هزز, hzz, [], root
1231, جني, jny, [], root
1232, جثو, jvw, [], root
1233, حتم, Htm, [], root
1234, ضدد, Ddd, [], root
1235, ازز, Azz, [], root
1236, وفد, wfd, [], root
1237, ادد, Add, [], root
1238, هدد, hdd, [], root
1239, ركز, rkz, [], root
1240, ثري, vry, [], root
1241, قبس, qbs, [], root
1242, خلع, xlE, [], root
1243, نعل, nEl, [], root
1244, طوي, Twy, [], root
1245, هشش, h$$, [], root
1246, ارب, Arb, [], root
1247, ضمم, Dmm, [], root
1248, ازر, Azr, [], root
1249, قذف, qpf, [], root
1250, سحل, sHl, [], root
1251, وني, wny, [], root
1252, سمر, smr, [], root
1253, لحي, lHy, [], root
1254, نسف, nsf, [], root
1255, زرق, zrq, [], root
1256, قوع, qwE, [], root
1257, صفصف, SfSf, [], root
1258, امت, Amt, [], root
1259, همس, hms, [], root
1260, عنو, Enw, [], root
1261, هضم, hDm, [], root
1262, عري, Ery, [], root
1263, ضنك, Dnk, [], root
1264, زهر, zhr, [], root
1265, صحف, SHf, [], root
1266, قصم, qSm, [], root
1267, ركض, rkD, [], root
1268, خمد, xmd, [], root
1269, دمغ, dmg, [], root
1270, رتق, rtq, [], root
1271, فتق, ftq, [], root
1272, فجج, fjj, [], root
1273, كلا, klA, [], root
1274, نفح, nfH, [], root
1275, خردل, xrdl, [], root
1276, نطق, nTq, [], root
1277, نكس, nks, [], root
1278, برد, brd, [], root
1279, نفش, nf$, [], root
1280, فهم, fhm, [], root
1281, غوص, gwS, [], root
1282, نون, nwn, [], root
1283, فرج, frj, [], root
1284, حدب, Hdb, [], root
1285, فزع, fzE, [], root
1286, ذهل, phl, [], root
1287, مضغ, mDg, [], root
1288, طفل, Tfl, [], root
1289, همد, hmd, [], root
1290, بهج, bhj, [], root
1291, عطف, ETf, [], root
1292, مجس, mjs, [], root
1293, صبب, Sbb, [], root
1294, صهر, Shr, [], root
1295, قمع, qmE, [], root
1296, لالا, lAlA, [], root
1297, ضمر, Dmr, [], root
1298, عمق, Emq, [], root
1299, تفث, tfv, [], root
1300, عتق, Etq, [], root
1301, وثن, wvn, [], root
1302, سحق, sHq, [], root
1303, وجب, wjb, [], root
1304, عرر, Err, [], root
1305, هدم, hdm, [], root
1306, صمع, SmE, [], root
1307, بار, bAr, [], root
1308, عطل, ETl, [], root
1309, عقم, Eqm, [], root
1310, سطو, sTw, [], root
1311, ذبب, pbb, [], root
1312, سلب, slb, [], root
1313, سلل, sll, [], root
1314, فكه, fkh, [], root
1315, دهن, dhn, [], root
1316, غثو, gvw, [], root
1317, وتر, wtr, [], root
1318, نكب, nkb, [], root
1319, لجج, ljj, [], root
1320, همز, hmz, [], root
1321, نسب, nsb, [], root
1322, لفح, lfH, [], root
1323, كلح, klH, [], root
1324, عبث, Ebv, [], root
1325, غضض, gDD, [], root
1326, جيب, jyb, [], root
1327, عور, Ewr, [], root
1328, ايم, Aym, [], root
1329, زجج, zjj, [], root
1330, ودق, wdq, [], root
1331, ذعن, pEn, [], root
1332, حيف, Hyf, [], root
1333, شتت, $tt, [], root
1334, هبو, hbw, [], root
1335, نثر, nvr, [], root
1336, فلن, fln, [], root
1337, رتل, rtl, [], root
1338, فسر, fsr, [], root
1339, رسس, rss, [], root
1340, مرج, mrj, [], root
1341, فرت, frt, [], root
1342, ملح, mlH, [], root
1343, اجج, Ajj, [], root
1344, سرج, srj, [], root
1345, عبا, EbA, [], root
1346, خضع, xDE, [], root
1347, ضير, Dyr, [], root
1348, شرذم, $rpm, [], root
1349, طود, Twd, [], root
1350, كبكب, kbkb, [], root
1351, شحن, $Hn, [], root
1352, ريع, ryE, [], root
1353, فره, frh, [], root
1354, قلي, qly, [], root
1355, هيم, hym, [], root
1356, وزع, wzE, [], root
1357, حطم, HTm, [], root
1358, بسم, bsm, [], root
1359, هدهد, hdhd, [], root
1360, خبا, xbA, [], root
1361, عفر, Efr, [], root
1362, صرح, SrH, [], root
1363, حدق, Hdq, [], root
1364, حجز, Hjz, [], root
1365, فوج, fwj, [], root
1366, جمد, jmd, [], root
1367, تقن, tqn, [], root
1368, كبب, kbb, [], root
1369, وكز, wkz, [], root
1370, ذود, pwd, [], root
1371, جذو, jpw, [], root
1372, شطا, $TA, [], root
1373, بقع, bqE, [], root
1374, فصح, fSH, [], root
1375, ردا, rdA, [], root
1376, قبح, qbH, [], root
1377, سرمد, srmd, [], root
1378, نوا, nwA, [], root
1379, عنكب, Enkb, [], root
1380, خطط, xTT, [], root
1381, روض, rwD, [], root
1382, مسو, msw, [], root
1383, صعر, SEr, [], root
1384, خدد, xdd, [], root
1385, سبغ, sbg, [], root
1386, ختر, xtr, [], root
1387, مهن, mhn, [], root
1388, جفو, jfw, [], root
1389, جوف, jwf, [], root
1390, حنجر, Hnjr, [], root
1391, عوق, Ewq, [], root
1392, سلق, slq, [], root
1393, نحب, nHb, [], root
1394, صيص, SyS, [], root
1395, وطر, wTr, [], root
1396, مزق, mzq, [], root
1397, سرد, srd, [], root
1398, جفن, jfn, [], root
1399, عرم, Erm, [], root
1400, خمط, xmT, [], root
1401, اثل, Avl, [], root
1402, سدر, sdr, [], root
1403, نوش, nw$, [], root
1404, قطمر, qTmr, [], root
1405, لغب, lgb, [], root
1406, قمح, qmH, [], root
1407, عرجن, Erjn, [], root
1408, جدث, jdv, [], root
1409, شغل, $gl, [], root
1410, مسخ, msx, [], root
1411, رمم, rmm, [], root
1412, زجر, zjr, [], root
1413, ثقب, vqb, [], root
1414, لزب, lzb, [], root
1415, كاس, kAs, [], root
1416, لذذ, lpp, [], root
1417, غول, gwl, [], root
1418, نزف, nzf, [], root
1419, زقم, zqm, [], root
1420, شوب, $wb, [], root
1421, سقم, sqm, [], root
1422, روغ, rwg, [], root
1423, زفف, zff, [], root
1424, تلل, tll, [], root
1425, جبن, jbn, [], root
1426, ابق, Abq, [], root
1427, سهم, shm, [], root
1428, لقم, lqm, [], root
1429, لوت, lwt, [], root
1430, نوص, nwS, [], root
1431, وتد, wtd, [], root
1432, قطط, qTT, [], root
1433, نعج, nEj, [], root
1434, صفن, Sfn, [], root
1435, جود, jwd, [], root
1436, رخو, rxw, [], root
1437, حنث, Hnv, [], root
1438, قحم, qHm, [], root
1439, كور, kwr, [], root
1440, هيج, hyj, [], root
1441, قشعر, q$Er, [], root
1442, شكس, $ks, [], root
1443, شمز, $mz, [], root
1444, زمر, zmr, [], root
1445, ازف, Azf, [], root
1446, فوض, fwD, [], root
1447, سلسل, slsl, [], root
1448, سجر, sjr, [], root
1449, دخن, dxn, [], root
1450, صرصر, SrSr, [], root
1451, نحس, nHs, [], root
1452, قيض, qyD, [], root
1453, كمم, kmm, [], root
1454, افق, Afq, [], root
1455, ركد, rkd, [], root
1456, كوب, kwb, [], root
1457, برم, brm, [], root
1458, رهو, rhw, [], root
1459, غلي, gly, [], root
1460, عتل, Etl, [], root
1461, دهر, dhr, [], root
1462, حقف, Hqf, [], root
1463, عيي, Eyy, [], root
1464, تعس, tEs, [], root
1465, اسن, Asn, [], root
1466, عسل, Esl, [], root
1467, معي, mEy, [], root
1468, شرط, $rT, [], root
1469, قفل, qfl, [], root
1470, ضغن, Dgn, [], root
1471, لحن, lHn, [], root
1472, محن, mHn, [], root
1473, نبز, nbz, [], root
1474, لقب, lqb, [], root
1475, جسس, jss, [], root
1476, شعب, $Eb, [], root
1477, ليت, lyt, [], root
1478, بسق, bsq, [], root
1479, لفظ, lfZ, [], root
1480, حيد, Hyd, [], root
1481, حبك, Hbk, [], root
1482, سهو, shw, [], root
1483, هجع, hjE, [], root
1484, صكك, Skk, [], root
1485, رقق, rqq, [], root
1486, مور, mwr, [], root
1487, دعع, dEE, [], root
1488, الت, Alt, [], root
1489, كهن, khn, [], root
1490, قوب, qwb, [], root
1491, قوس, qws, [], root
1492, ضيز, Dyz, [], root
1493, كدي, kdy, [], root
1494, قني, qny, [], root
1495, سمد, smd, [], root
1496, همر, hmr, [], root
1497, دسر, dsr, [], root
1498, قعر, qEr, [], root
1499, اشر, A$r, [], root
1500, دهي, dhy, [], root
1501, انم, Anm, [], root
1502, فني, fny, [], root
1503, جلل, jll, [], root
1504, نفذ, nfp, [], root
1505, شوظ, $wZ, [], root
1506, فنن, fnn, [], root
1507, طمث, Tmv, [], root
1508, دهم, dhm, [], root
1509, نضخ, nDx, [], root
1510, خيم, xym, [], root
1511, رفرف, rfrf, [], root
1512, عبقر, Ebqr, [], root
1513, رجج, rjj, [], root
1514, بسس, bss, [], root
1515, شام, $Am, [], root
1516, ثلل, vll, [], root
1517, وضن, wDn, [], root
1518, خضد, xDd, [], root
1519, طلح, TlH, [], root
1520, سكب, skb, [], root
1521, مزن, mzn, [], root
1522, فسح, fsH, [], root
1523, جلس, jls, [], root
1524, وجف, wjf, [], root
1525, رصص, rSS, [], root
1526, خشب, x$b, [], root
1527, سند, snd, [], root
1528, غبن, gbn, [], root
1529, ثيب, vyb, [], root
1530, طبق, Tbq, [], root
1531, نمم, nmm, [], root
1532, زنم, znm, [], root
1533, خرطم, xrTm, [], root
1534, صرم, Srm, [], root
1535, حرد, Hrd, [], root
1536, حسم, Hsm, [], root
1537, صرع, SrE, [], root
1538, وهي, why, [], root
1539, قطف, qTf, [], root
1540, حضض, HDD, [], root
1541, وتن, wtn, [], root
1542, عهن, Ehn, [], root
1543, هلع, hlE, [], root
1544, عزو, Ezw, [], root
1545, وفض, wfD, [], root
1546, نسر, nsr, [], root
1547, حرس, Hrs, [], root
1548, هرب, hrb, [], root
1549, حري, Hry, [], root
1550, حطب, HTb, [], root
1551, غدق, gdq, [], root
1552, لبد, lbd, [], root
1553, زمل, zml, [], root
1554, بتل, btl, [], root
1555, غصص, gSS, [], root
1556, كثب, kvb, [], root
1557, هيل, hyl, [], root
1558, دثر, dvr, [], root
1559, عبس, Ebs, [], root
1560, بسر, bsr, [], root
1561, قسر, qsr, [], root
1562, حرك, Hrk, [], root
1563, نضر, nDr, [], root
1564, ترق, trq, [], root
1565, مطو, mTw, [], root
1566, سدي, sdy, [], root
1567, مشج, m$j, [], root
1568, مزج, mzj, [], root
1569, قمطر, qmTr, [], root
1570, زمهر, zmhr, [], root
1571, كفت, kft, [], root
1572, شمخ, $mx, [], root
1573, وهج, whj, [], root
1574, ثجج, vjj, [], root
1575, دهق, dhq, [], root
1576, نشط, n$T, [], root
1577, نخر, nxr, [], root
1578, سهر, shr, [], root
1579, سمك, smk, [], root
1580, غطش, gT$, [], root
1581, دحو, dHw, [], root
1582, طمم, Tmm, [], root
1583, قضب, qDb, [], root
1584, ابب, Abb, [], root
1585, صخخ, Sxx, [], root
1586, كدر, kdr, [], root
1587, وحش, wH$, [], root
1588, كشط, k$T, [], root
1589, خنس, xns, [], root
1590, كنس, kns, [], root
1591, عسعس, EsEs, [], root
1592, ضنن, Dnn, [], root
1593, بعثر, bEvr, [], root
1594, طفف, Tff, [], root
1595, رين, ryn, [], root
1596, رحق, rHq, [], root
1597, سنم, snm, [], root
1598, غمز, gmz, [], root
1599, كدح, kdH, [], root
1600, وسق, wsq, [], root
1601, دفق, dfq, [], root
1602, هزل, hzl, [], root
1603, سطح, sTH, [], root
1604, سوط, swT, [], root
1605, جمم, jmm, [], root
1606, كبد, kbd, [], root
1607, شفه, $fh, [], root
1608, نجد, njd, [], root
1609, فكك, fkk, [], root
1610, سغب, sgb, [], root
1611, طحو, THw, [], root
1612, لهم, lhm, [], root
1613, دسو, dsw, [], root
1614, دمدم, dmdm, [], root
1615, لظي, lZy, [], root
1616, سجو, sjw, [], root
1617, تين, tyn, [], root
1618, سفع, sfE, [], root
1619, زبن, zbn, [], root
1620, ضبح, DbH, [], root
1621, قدح, qdH, [], root
1622, نقع, nqE, [], root
1623, كند, knd, [], root
1624, حصل, HSl, [], root
1625, فيل, fyl, [], root
1626, شتو, $tw, [], root
1627, صيف, Syf, [], root
1628, معن, mEn, [], root
1629, نحر, nHr, [], root
1630, بتر, btr, [], root
1631, لهب, lhb, [], root
1632, جيد, jyd, [], root
1633, مسد, msd, [], root
1634, صمد, Smd, [], root
1635, كفا, kfA, [], root
1636, وقب, wqb, [], root
1637, نفث, nfv, [], root
1638, نعق, nEq, [], root
1639, وال, wAl, [], root
1640, لوذ, lwp, [], root
1641, سوح, swH, [], root
